6 100 10 10 
0,66,1602.63,0.303388,378.358,587.538 0,33,1196.22,0.677056,392.026,487.596 0,24,707.999,0.0153214,42.7492,218.009 0,58,1081.6,0.140426,102.715,564.029 0,100,999.238,0.3742,172.774,277.914 0,100,995.793,0.0363676,164.973,76.1994 0,100,1104.08,0.111896,152.377,230.24 0,100,2197.27,13.5665,176.609,879.432 0,100,1069.74,0.0054923,152.735,49.7122 0,87,4156.89,31.7878,1218.99,1111.78 
0,66,1602.63,0.303388,378.358,587.538 0,24,881.922,0.303468,202.767,408.739 0,70,4054.24,6.36509,1589.25,797.947 0,100,1048.18,2.00767,165.079,409.022 0,100,1013.6,0.0221826,165.271,53.6961 0,100,997.315,0.0298839,166.259,80.517 0,100,1129.32,1.04987,150.786,307.999 0,100,1382.82,1.99686,134.065,378.67 0,73,1148.92,24.7282,127.082,1208.16 0,100,1825.91,0.603105,206.204,506.782 
0,66,1602.63,0.303388,378.358,587.538 0,31,1047.31,0.330221,227.93,376.226 0,98,5953.25,17.1884,1953.71,945.92 0,100,1116.04,2.44507,151.787,604.131 0,100,1133.85,0.603782,149.083,109.815 0,100,1332.58,0.126207,148.218,208.617 0,100,3137.14,0.659332,352.561,910.996 0,100,1121.97,0.00948096,148.83,86.0867 0,100,1126.05,0.27093,146.116,146.242 0,100,1615.38,27.5107,171.483,1354.03 
0,66,1602.63,0.303388,378.358,587.538 0,23,861.857,0.343861,194.233,367.619 0,71,2036.9,0.523559,526.409,755.617 0,100,1155.28,2.58447,142.038,445.04 0,100,1052.82,0.0075401,155.04,44.3731 0,100,1042.27,0.010432,155.669,60.7228 0,68,2813.13,14.6883,1152.51,960.225 0,100,1357.33,21.3154,138.493,538.382 0,100,1311.13,0.0462371,213.08,367.511 0,100,1073.3,0.014296,150.135,72.5447 
0,66,1602.63,0.303388,378.358,587.538 0,22,787.474,0.398359,155.054,410.246 0,51,1550.44,4.7727,228.506,708.16 0,100,960.016,0.0800242,173.916,86.9289 0,100,990.614,0.0147696,165.558,51.2583 0,100,1106.96,4.62253,163.735,474.221 0,100,1092.6,0.0284053,154.252,206.022 0,62,2814.75,0.118987,1212.99,768.287 0,100,1168.32,0.00582188,152.256,96.567 0,100,1112.59,0.414459,152.163,194.224 
0,66,1602.63,0.303388,378.358,587.538 0,44,1718.9,0.504531,1909.65,312.389 0,46,1673.46,14.2921,793.463,830.191 0,100,1050.84,0.278253,157.248,268.307 0,100,1037.88,0.00546504,158.847,40.8679 0,100,1342.94,12.7809,130.255,579.44 0,100,1141.22,0.0221443,149.884,233.056 0,100,1127.84,0.00594023,153.356,90.5593 0,90,1785.04,16.7816,165.593,2058.09 0,100,1596.67,2.1328,140.814,552.853 
0,66,1602.63,0.303388,378.358,587.538 0,22,784.282,0.295803,154.666,408.753 0,61,3199.66,1.40385,1117.01,935.813 0,100,1021.09,0.191212,167.38,184.129 0,100,986.561,0.0280288,164.798,81.2826 0,94,1297.66,24.7935,117.73,2095.39 0,100,1135.41,2.0148,153.778,381.494 0,100,1073.62,0.0149583,163.481,105.814 0,74,4781.52,7.06903,987.831,1499.38 0,100,7633.9,0.958986,1557.02,890.913 
0,66,1602.63,0.303388,378.358,587.538 0,39,1837.04,0.708168,1008.34,581.536 0,49,2477.19,11.4364,1058.02,870.816 0,100,1236.21,4.14607,151.588,582.743 0,100,1207.1,18.5984,168.852,655.301 0,100,2825.84,28.5917,473.896,857.65 0,85,6247.98,10.1127,1774.73,1094.46 0,39,1445.64,10.531,364.312,1545.36 0,100,1159.12,0.147174,157.865,374.89 0,100,1060.65,0.010546,164.116,108.738 
0,66,1602.63,0.303388,378.358,587.538 0,55,2449.51,0.25322,2451.84,290.254 0,100,2211.43,0.182899,214.254,353.816 0,81,1322.99,22.2002,147.678,1522.35 0,100,1035.4,0.0153439,163.477,174.693 0,100,1118.3,0.514308,151.45,234.503 0,100,1319.84,8.11266,129.425,599.866 0,100,1183.62,4.5962,139.864,532.083 0,96,1603.71,16.4195,137.69,781.09 0,100,1422.91,1.24526,125.907,344.618 
0,66,1602.63,0.303388,378.358,587.538 0,27,1096.05,0.339342,340.257,408.216 0,100,4660.94,28.6851,1414.21,1494.03 0,100,1025.18,0.0381198,161.326,94.7954 0,100,1037.68,0.00672259,162.049,96.1436 0,100,1021.16,0.421757,162.44,106.781 0,100,1064.69,0.012857,159.576,94.2404 0,100,1594.49,30.6695,125.689,1582.07 0,100,2411.61,1.03416,135.87,557.413 0,100,2883.13,36.482,195.888,673.937 
