6 100 10 10 
0,66,1602.63,0.303388,378.358,587.538 0,26,1025.8,0.388226,286.13,392.603 0,91,5018.64,24.5886,1394.3,1116.13 0,100,1025.85,0.513081,160.123,123.442 0,100,987.711,0.012141,166.16,41.7298 0,100,1336.44,4.21463,138.272,239.771 0,65,1254.71,11.7214,122.827,2067.56 0,43,1048.73,12.5141,93.864,1239.41 0,100,2975.82,35.9724,235.279,816.404 0,100,5075.4,5.88495,699.017,816.526 
0,66,1602.63,0.303388,378.358,587.538 0,33,1426.73,1.06697,561.788,541.095 0,58,2606.39,4.86534,803.195,887.692 0,100,996.955,0.0225045,162.107,75.476 0,100,964.544,0.0198132,168.867,55.8077 0,100,1031.89,0.343846,159.373,114.114 0,100,1080.37,0.523504,153.224,372.44 0,100,1186.51,20.8346,157.186,849.444 0,81,8285.73,26.3851,2132.28,1696.92 0,100,1659.4,13.6564,304.432,812.567 
0,66,1602.63,0.303388,378.358,587.538 0,27,1023.35,0.428042,318.703,418.016 0,40,1984.63,9.3209,870.629,1002.94 0,94,1427.41,18.9139,107.791,1890.72 0,41,1068.77,12.4941,77.2539,935.735 0,100,1404.47,33.3886,132.495,2489.4 0,100,1152.32,0.199845,170.383,472.784 0,100,1091.69,0.015494,150.229,122.861 0,99,4354.06,17.5152,1191.99,2016 0,100,1086.67,0.00999885,146.556,64.679 
0,66,1602.63,0.303388,378.358,587.538 0,100,4615.36,0.228873,341.603,529.828 0,43,1296.33,10.2369,241.047,1163.31 0,72,1238.02,21.4445,160.867,1947.52 0,100,1230.74,9.56515,262.251,739.643 0,100,1162.06,0.857083,151.551,284.967 0,100,1220.63,0.277937,154.651,487.929 0,100,1087.15,0.0061301,160.234,87.8688 0,100,1306.98,4.44919,124.554,701.326 0,100,16455.9,32.593,2064.13,1888.52 
0,66,1602.63,0.303388,378.358,587.538 0,46,1661.08,0.275294,1768.55,266.945 0,100,3049.26,17.9048,124.137,688.608 0,100,1701.14,7.12945,286.364,709.83 0,100,1018.83,0.0101329,164.962,62.2434 0,74,1698.71,23.5253,152.86,2611.12 0,100,1063.51,0.187508,168.704,184.362 0,100,1267.25,16.6373,140.235,840.417 0,99,1356.99,32.8281,111.439,2304.34 0,58,1143.03,6.73165,120.199,795.727 
0,66,1602.63,0.303388,378.358,587.538 0,24,886.955,0.339984,223.903,427.855 0,39,1043.49,0.081021,70.8331,349.568 0,100,1019.42,0.0528568,159.38,105.368 0,100,1016.3,0.0489424,164.076,154.753 0,100,1041.17,0.0532414,160.145,97.9296 0,100,1273.39,1.16951,152.381,696.981 0,100,1933.06,8.07088,135.63,510.327 0,100,1107.99,0.465729,140.564,261.625 0,100,1367.62,2.98379,250.862,656.329 
0,66,1602.63,0.303388,378.358,587.538 0,27,1018.92,0.404551,213.319,454.805 0,61,2476.13,15.9219,1196.15,1055.4 0,100,1020.1,2.37103,162.613,627.82 0,100,1034.11,0.282642,163.129,119.527 0,100,1027.79,0.675496,161.787,122.867 0,100,1046.75,0.331153,158.759,100.264 0,100,1432.34,19.7961,285.802,735.889 0,89,5997.69,29.1456,1614.49,1450.85 0,100,1047.49,0.0260756,160.908,194.26 
0,66,1602.63,0.303388,378.358,587.538 0,25,931.931,0.235902,200.517,371.557 0,22,734.879,1.11761,101.39,510.142 0,100,1126.5,2.44029,170.512,569.582 0,100,982.405,0.0215467,166.566,68.2255 0,100,1031.88,0.0532898,164.829,68.1197 0,100,1035.99,0.0300267,162.618,84.4068 0,97,1408.44,15.2438,287.417,1341.19 0,100,4186.09,23.5055,416.447,603.024 0,45,1708.71,1.63657,820.96,589.418 
0,66,1602.63,0.303388,378.358,587.538 0,29,1183.77,0.377976,422.194,438.864 1,23,717.488,0.207705,81.6458,293.82 0,100,999.744,16.788,190.83,654.101 0,15,514.661,2.93176,41.9713,400.356 0,64,1366.69,18.1172,147.296,1896.9 0,100,1296.71,0.687329,208.058,524.378 0,100,1021.86,0.0121212,169.052,129.326 0,100,1155.61,0.280168,194.318,178.642 0,100,1271.37,0.0267225,165.114,212.691 
0,66,1602.63,0.303388,378.358,587.538 0,29,1241.48,0.438266,440.325,448.193 0,68,4837.02,2.15835,2086.54,918.977 0,100,999.614,0.025932,159.407,56.6893 0,100,979.301,0.0218796,165.665,65.9732 0,100,1073.7,0.0136048,159.312,86.5856 0,100,1079.09,0.0125904,160.047,94.5945 0,100,1470.77,9.11834,150.329,583.036 0,100,1067.57,0.046466,174.984,236.227 0,100,1135.25,0.0577118,149.694,222.607 
